Year,Month,Employee Number,Total Cost,Other Cost,Cost of International,Cost of DATA,Cost of Roaming data,Cost of SMS,Cost of Roaming,Cost of Services,Cost of Other Mobile Networks,Cost of Landline,Plans,Features,Tax,Discount,Other,Duration of International,Duration of On net,Number of SMS,Duration of Roaming,Duration of Services,Duration of Other Mobile Networks,Duration of Landline,Number of International Calls,Number of On net Calls,Number of Roaming Calls,Number of Services Calls,Number of Other Mobile Networks calls,Number of Landline Calls,Volume of DATA,Volume of Roaming data,Carrier,Plans_1
2020,January,291502,144.31,74.13,0.18,0,0,0,0,70,0,0,65,0,22.78,-13.65,0,0.083333333,0,237,0.166666667,5.125,16,28.83333333,2,0,2,12,60,111,21327.87,0,Verizon US,4g Nw Unl Min&Msg+Email&Data
2020,January,291551,297.06,99.79,61.76,0,105,1.8,29,0,0,0,61,0,38.79,0,0,8.125,0,236,1.208333333,8.25,8.375,94.625,15,0,9,10,42,153,4166.85,3072,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,383420,149.39,112.99,0,0,35,0,1,0,0,0,86.94,0,26.05,0,0,0,0,3,0.166666667,0,0,0,0,0,1,0,0,0,179.83,1024,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,269707,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0.75,0,312,0,3.958333333,2.458333333,23.625,2,0,0,12,13,52,7207.8,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,372141,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,5,0,0.875,0.958333333,9.208333333,0,0,0,2,4,20,2161.4,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,263152,-19.95,-19.95,0,0,0,0,0,0,0,0,0,0,-1.15,0,7,0,0,258,0,0,6.083333333,14.33333333,0,0,0,0,44,114,0,0,Verizon US,
2020,January,9548,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,68,0,1.166666667,1.375,12.83333333,0,0,0,3,18,50,5848.19,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,333768,64.28,64.28,0,0,0,0,0,0,0,0,65,0,12.93,-13.65,0,0,0,2136,0,2.916666667,8.875,29.375,0,0,0,11,45,78,18246.66,0,Verizon US,4g Nw Unl Min&Msg+Email&Data
2020,January,346387,117.13,64.94,0,2.19,0,0,0,50,0,0,80,3.99,11.11,-17.04,0,0,2.916666667,535,1.541666667,1.791666667,9.625,32.875,0,6,11,45,38,68,2829.84,2862.64,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,379750,113.29,113.29,0,0,0,0,0,0,0,0,98.75,0,14.54,0,0,0.375,0,376,0,0,3,9.166666667,2,0,0,0,37,56,4350.73,0,Verizon US,Unl Min 15gb Email+Mhs Shr
2020,January,324722,75.48,64.94,0,10.54,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0.5,1,0,1.333333333,3.958333333,10.375,0,2,0,1,18,29,7745.09,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,343949,64.94,64.94,0,0,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,176097,124,64.94,0,59.06,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0,549,0,12.75,3.166666667,7.833333333,0,0,0,114,14,20,19816.51,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,364106,44.43,44.43,0,0,0,0,0,0,0,0,80,3.99,9.6,-36.04,0,0,0.25,1,0,3.791666667,0.125,17.5,0,2,0,6,3,24,176.82,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,268755,48.06,47.76,0.3,0,0,0,0,0,0,0,60,-21.01,8.9,0,0,0.041666667,6.291666667,149,0,0.708333333,4.75,27.29166667,1,10,0,150,24,108,10521.82,0,ATT US,Access for iPhone 4G LTE w/ VVM
2020,January,268749,60.33,44.43,0,15.9,0,0,0,0,0,0,80,3.99,9.6,-36.04,0,0,2.25,1300,1.75,3.75,4,27.125,0,5,5,43,19,62,9074.98,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,2825,109.77,78.45,31.32,0,0,0,0,0,0,0,61,0,17.45,0,0,5.916666667,0,430,0,7.333333333,16.875,80.20833333,9,0,0,5,55,126,3952.89,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,281261,81.59,81.59,0,0,0,0,0,0,0,0,44.99,93.98,12.14,-20.4,0,0,5.041666667,329,0,1.75,8.375,17.875,0,11,0,72,38,50,15200.93,0,ATT US,BMBPNTN450UNWUMM
2020,January,12357,64.94,64.94,0,0,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,2.083333333,264,0,1.708333333,6,69,0,8,0,19,25,98,2882.24,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,291545,258.81,66.01,2.8,0,0,0,0,190,0,0,80,3.99,12.18,-17.04,0,0.416666667,1.833333333,273,39.5,10.04166667,1.541666667,15.04166667,1,2,67,38,5,61,613.28,1362.78,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,324703,174.52,65.07,0.32,5.66,3,0,0,100,0,0,80,3.99,11.24,-17.04,0,0.166666667,0.958333333,252,4.791666667,1.5,1.833333333,8.416666667,1,4,10,23,10,33,5603.53,1796.45,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,343288,78.15,77.85,0,0,0,0,0,0,0,0,44.99,93.98,12.2,-19.2,0,0,0,1,0.041666667,0,0,0,0,0,1,4,0,0,463.95,1705.01,ATT US,BMBPNTN450UNWUMM
2020,January,344359,64.94,64.94,0,0,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0,11,0,3.583333333,1.5,11.08333333,0,0,0,6,6,14,1051,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,361432,64.94,64.94,0,0,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,1.25,0,0,2,0,19.91666667,0,3,0,4,0,19,533.31,70.29,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,313325,64.94,64.94,0,0,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,324709,88.98,82.79,0.09,0,0,2.5,0,3.6,0,0,44.99,93.98,13.34,-20.4,0,0.041666667,1.041666667,74,0,0.625,3.208333333,23.91666667,1,8,0,49,11,55,31819.43,6199.82,ATT US,BMBPNTN450UNWUMM
2020,January,345008,95.93,95.93,0,0,0,0,0,0,0,0,115,3.99,8.66,-27.6,0,0,0.125,173,0,0,0.083333333,8.708333333,0,2,0,5,1,16,3732.29,0,ATT US,Mob Sel Priority 10GB Pool iPhone 4G LTE VVM
2020,January,345004,64.94,64.94,0,0,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0,0,0,0.208333333,0,0,0,0,0,1,0,0,211.9,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,369142,75.36,64.94,0,10.42,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0,8,0,12.54166667,2.75,8.708333333,0,0,0,10,16,7,7717.16,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,344339,77.79,77.79,0,0,0,0,0,0,0,0,44.99,93.98,12.14,-19.2,0,0,0.333333333,65,0,3.375,3.208333333,23.79166667,0,2,0,20,5,24,3142.63,0,ATT US,BMBPNTN450UNWUMM
2020,January,342649,64.94,64.94,0,0,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,296563,168.93,84.62,21.33,0,35,1.25,27,0,0,0,61,0,23.62,0,0,4.583333333,0,263,1.125,0.166666667,14.25,31.70833333,6,0,20,2,22,46,22622.72,2048,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,310061,-72.67,-243.02,10.35,0,50,0,0,110,0,0,65,0,32.24,-13.65,0,6.208333333,0,116,0.458333333,0.25,6.5,69.70833333,10,0,7,20,24,103,11420.67,0,Verizon US,4g Nw Unl Min&Msg+Email&Data
2020,January,2248,787.73,750.35,37.38,0,0,0,0,0,0,0,61,0,99.35,0,590,6.291666667,0,53,0,0.583333333,9.625,42.54166667,14,0,0,3,58,102,4223.14,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,260677,92.12,84.5,7.62,0,0,0,0,0,0,0,44.99,93.98,15.05,-20.4,0,1.333333333,5.958333333,115,0,5.541666667,14.91666667,44.25,3,15,0,45,47,131,18999.95,0,ATT US,BMBPNTN450UNWUMM
2020,January,372675,234.91,138.21,0,2.49,11,0,3,80,0,0,80,3.99,14.38,-17.04,0,0,0,146,1.458333333,1.708333333,2.541666667,17.95833333,0,0,10,30,26,32,5759.89,3842.64,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,356643,64.94,64.94,0,0,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0.25,0,0,0,0.041666667,12.41666667,0,1,0,0,1,16,168.17,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,143933,116.5,64.94,0,11.56,0,0,0,40,0,0,80,3.99,11.11,-17.04,0,0,1.916666667,32,0.083333333,0.708333333,1.958333333,26.66666667,0,3,2,8,5,34,7739.2,268.22,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,324121,264.72,67.29,6.16,10.26,21,0,0,160,0,0,80,3.99,13.46,-17.04,0,1.541666667,0,9,1.625,1.333333333,0,4.375,3,0,7,31,0,26,7574.87,5319.8,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,2825,64.94,64.94,0,0,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0.583333333,81,0,5.291666667,0.541666667,3.625,0,2,0,44,3,25,4576.96,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,373243,216.47,115.91,0.91,0,70,0.6,27,1.75,0,0,98.75,0,17.16,0,0,0.625,0,118,3.25,2.416666667,2.916666667,14.375,3,0,11,14,14,61,7457.67,2048,Verizon US,Unl Min 15gb Email+Mhs Shr
2020,January,370945,73.27,70.57,2.7,0,0,0,0,0,0,0,55,0,15.57,0,0,0.458333333,0,0,0,0.125,0.5,23.41666667,3,0,0,2,2,25,516.75,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,5809,61.86,57.7,4.16,0,0,0,0,0,0,0,115,3.99,9.43,-46.6,0,0.666666667,0.083333333,105,0,2.25,6.541666667,54.25,1,1,0,23,49,117,5794.35,0,ATT US,Mob Sel Priority 10GB Pool iPhone 4G LTE VVM
2020,January,11182,292.89,96.66,0.38,0,70,7.05,119,0,0,0,73,0,23.66,0,0,0.125,0,171,5,2.916666667,1.833333333,3.25,1,0,21,3,6,22,8581.66,3072,Verizon US,Unl Min 10gb Email+Mhs Shr
2020,January,268798,46.92,46.92,0,0,0,0,0,0,0,0,55,0,11.92,-20,0,0,0,78,0,1.875,5.875,16.75,0,0,0,3,24,59,9502.94,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,176133,223.26,71.02,6.92,4.72,64,0,6,70,0,0,80,3.99,17.19,-17.04,0,2.083333333,0.5,42,8.208333333,0.208333333,7.541666667,19.875,6,1,38,22,44,38,4835.49,3615.79,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,6257,64.94,64.94,0,0,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0,386,0,0.625,7.708333333,20.91666667,0,0,0,15,69,165,2750.86,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,280341,78.06,64.94,0,13.12,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,3,317,0,3.875,10.04166667,56.375,0,8,0,10,24,80,8390,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,268756,26.37,20.96,0,5.41,0,0,0,0,0,0,80,3.99,7.8,-36.04,0,0,4.166666667,184,9.75,2.041666667,20.54166667,28.375,0,2,14,43,55,64,5296.85,1172.07,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,260842,87.07,83.11,3.96,0,0,0,0,0,0,0,44.99,93.98,13.66,-20.4,0,0.5,3.291666667,234,0,12.91666667,22.875,47.125,1,16,0,114,95,132,19592.48,0,ATT US,BMBPNTN450UNWUMM
2020,January,349301,44.43,44.43,0,0,0,0,0,0,0,0,80,3.99,9.6,-36.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,54851,95.11,44.43,0,50.68,0,0,0,0,0,0,80,3.99,9.6,-36.04,0,0.75,0.083333333,55,0,2.75,6.875,44.25,3,2,0,47,33,101,17733.1,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,340925,97.26,63.13,0,34.13,0,0,0,0,0,0,80,3.99,10.97,-17.04,0,0.916666667,0,161,0,1.333333333,4.125,6.708333333,4,0,0,25,7,19,13717.12,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,90292,96.26,96.26,0,0,0,0,0,0,0,0,61,15,20.26,0,0,0.833333333,0,330,0,7.041666667,23.125,104.0416667,3,0,0,9,84,213,21805.78,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,4545,159.47,121.07,29.7,0,0,0,9,0,0,0,44.99,114.99,31.62,-20.4,0,4.708333333,0.666666667,43,1.208333333,11.66666667,6.083333333,16.5,17,4,12,167,43,59,5319.12,3145.6,ATT US,BMBPNTN450UNWUMM
2020,January,8597,136.48,85.66,0,20.82,0,0,0,30,0,0,80,15,16.83,-17.04,0,1.041666667,5.5,162,1.625,34.29166667,24.20833333,52.70833333,4,9,9,50,107,203,9950.67,354.58,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,17431,214.94,77.29,0,0,105,2.95,8,21.78,0,0,61,0,16.29,0,0,0,0,352,0.333333333,6.5,6.916666667,18.375,0,0,5,14,20,46,30012.79,3072,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,359374,179.42,79.43,4.99,0,0,0,0,95,0,0,65,0,28.08,-13.65,0,0.625,0,58,20.54166667,3,1.125,5.25,2,0,45,13,11,49,3901.44,0,Verizon US,4g Nw Unl Min&Msg+Email&Data
2020,January,263093,59.94,59.94,0,0,0,0,0,0,0,0,73,0,6.94,-20,0,0,0,12,0,0,1.5,3.75,0,0,0,0,13,34,3193.91,0,Verizon US,Unl Min 10gb Email+Mhs Shr
2020,January,359367,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,117,0,0,0.25,11.16666667,0,0,0,0,2,10,194.29,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,11692,103.52,102.46,0.81,0,0,0.25,0,0,0,0,44.99,123.98,15.01,-20.4,0,0.375,1.333333333,120,0,2.875,4.833333333,60.41666667,1,11,0,37,34,124,9853.17,0.78,ATT US,BMBPNTN450UNWUMM
2020,January,264347,44.43,44.43,0,0,0,0,0,0,0,0,80,3.99,9.6,-36.04,0,0,0.916666667,113,0,3.666666667,8.833333333,24.91666667,0,2,0,29,33,107,4305.39,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,260716,103,64.94,0,38.06,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0,443,0,2.041666667,6.666666667,5.5,0,0,0,15,33,20,14592.55,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,123593,80.79,76.99,3.8,0,0,0,0,0,0,0,61,0,15.99,0,0,0.875,0,73,0,3.083333333,17.625,46.75,2,0,0,6,59,91,6939.77,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,291553,123.46,64.94,0,58.52,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,7.833333333,144,0,2.625,32.66666667,48.375,0,67,0,63,77,149,19673.21,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,46232,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,3,0,0,12.75,78,0,0,0,0,33,87,928.73,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,291537,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,378,0,12.625,4.666666667,10.75,0,0,0,19,14,40,3939.19,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,348843,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,132,0,0.083333333,2.083333333,15.58333333,0,0,0,2,8,21,364.62,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,130312,81.59,81.59,0,0,0,0,0,0,0,0,44.99,93.98,12.14,-20.4,0,0,0,249,0,6.041666667,13.66666667,26.16666667,0,0,0,90,37,74,4160.17,0,ATT US,BMBPNTN450UNWUMM
2020,January,123606,81.34,71.94,9.4,0,0,0,0,0,0,0,61,0,10.94,0,0,1.666666667,0,167,0,1.125,13.04166667,89.54166667,6,0,0,6,28,192,10057.61,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,3327,113.61,76.01,0,0,35,0.15,2,0.35,0,0,61,0,15.01,0,0,0,0,137,0.25,3.375,5.25,10.58333333,0,0,1,16,14,42,4930.32,1024,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,123575,87.54,45.29,2.25,0,0,0,0,40,0,0,80,3.99,10.46,-36.04,0,1.083333333,2.75,421,5.125,5.541666667,3.708333333,46.875,2,8,15,90,18,80,1611.54,1803.06,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,369709,44.43,44.43,0,0,0,0,0,0,0,0,80,3.99,9.6,-36.04,0,0,0,36,0,1.291666667,0,3.833333333,0,0,0,1,0,4,326.76,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,344280,114.73,74.58,0,0,35,2,3,0,0,0,61,15,18.58,-20,0,0,0,244,0.375,1.666666667,4.083333333,19.375,0,0,6,10,6,44,1593.31,4096,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,58393,53.18,53.18,0,0,0,0,0,0,0,0,61,0,12.18,-20,0,0,0,402,0,0.291666667,1.666666667,11.5,0,0,0,1,9,35,3253.08,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,3155,265.66,85.66,0,0,0,0,0,180,0,0,80,15,16.83,-28.97,0,0,0.041666667,60,9.916666667,1.708333333,7.75,22.875,0,1,44,61,15,51,2536.04,3314.03,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,383532,157.06,115.06,0,0,35,7,0,0,0,0,86.94,0,27.03,0,0,0,0,130,0,0,0.708333333,0,0,0,0,0,1,0,119.94,1024,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,219452,69.15,69.15,0,0,0,0,0,0,0,0,61,0,8.15,0,0,0,0,149,0,0.041666667,7.458333333,3.333333333,0,0,0,1,9,16,4390.75,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,344315,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,1,0,0,0,0.041666667,0,0,0,0,0,1,576.23,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,264120,141.15,78.91,8.64,0,35,0,19,0,0,0,61,0,17.91,0,0,6.625,0,191,3.875,5.25,17,17.29166667,13,0,5,7,30,47,2054.87,1024,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,364552,176.94,66.94,0,0,0,0,0,110,0,0,80,3.99,11.11,-17.04,0,0,0,3,0,0,0,0,0,0,0,11,0,0,163.14,394.62,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,348977,71.2,64.94,0,6.26,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0,80,0,5.791666667,2.041666667,4.625,0,0,0,9,17,28,6675.02,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,359886,64.94,64.94,0,0,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,2.5,55,0,1.958333333,4.833333333,57.08333333,0,10,0,15,14,70,1918.77,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,114192,320.9,65.2,0.66,15.36,50,0,0,190,0,0,80,3.99,11.37,-17.04,0,0.125,0.041666667,59,8.541666667,0.208333333,1.375,3.375,1,1,68,36,9,20,4741.25,16541.62,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,111052,44.43,44.43,0,0,0,0,0,0,0,0,80,3.99,9.6,-36.04,0,0,2.666666667,95,0,0.708333333,0.625,59.29166667,0,5,0,5,6,49,921.37,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,351657,88.22,64.94,0,23.28,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,2.583333333,82,0,1.333333333,13.91666667,67.29166667,0,8,0,35,56,124,10912.66,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,382578,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,290,0,26,18.29166667,48.41666667,0,0,0,90,159,375,26260.51,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,79015,119.58,93.18,0,0,0,0,26,0.6,0,0,44.99,103.98,18.73,-20.4,0,0,1.958333333,47,3.583333333,2.583333333,12.75,14.33333333,0,8,21,17,46,35,7295.38,14623.37,ATT US,BMBPNTN450UNWUMM
2020,January,383873,55.8,55.8,0,0,0,0,0,0,0,0,80,3.99,10.48,-39.35,30,0,0,0,0,0,0.041666667,0.041666667,0,0,0,1,1,1,23.74,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,130652,106.09,67.91,7.8,30.38,0,0,0,0,0,0,80,3.99,14.08,-17.04,0,1.625,0,284,0,1.75,1.166666667,54.95833333,3,0,0,77,5,86,12675.02,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,2260,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,35,0,0.833333333,1.291666667,43.08333333,0,0,0,1,6,52,5993.2,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,360397,57.28,57.28,0,0,0,0,0,0,0,0,70,3.99,11.05,-14.64,0,0,0,77,0,0.083333333,2.625,12.66666667,0,0,0,13,3,21,2576.75,0,ATT US,Mobile Select 3GB Pool for iPhone on 4G LTE
2020,January,340469,89.89,64.94,0,24.95,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0,397,0,1.083333333,12.25,33.04166667,0,0,0,17,9,42,11326.92,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,78554,82.98,64.94,0,18.04,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,2,0.541666667,121,0,4.833333333,0.791666667,15.79166667,6,2,0,67,10,24,9609.61,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,803,64.94,64.94,0,0,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0,2,0,0.833333333,0.75,7.083333333,0,0,0,2,3,6,768.2,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,58957,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,0,0,2,0.375,38.375,0,0,0,2,2,29,214.7,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,371174,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,0,0,0,0.291666667,9.833333333,0,0,0,0,3,18,532.55,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,341424,64.28,64.28,0,0,0,0,0,0,0,0,65,0,12.93,-13.65,0,0,0,138,0,3.416666667,12.08333333,21.08333333,0,0,0,10,49,75,13447.17,0,Verizon US,4g Nw Unl Min&Msg+Email&Data
2020,January,372387,64.94,64.94,0,0,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0.666666667,2,0,0.333333333,0.083333333,2.666666667,0,2,0,1,2,14,1436.8,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,372503,64.94,64.94,0,0,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,345059,62.08,62.08,0,0,0,0,0,0,0,0,80,3.99,8.25,-17.04,0,0,2.625,0,0,0.791666667,0.041666667,71.125,0,2,0,109,1,66,503.02,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,344476,95.25,65.04,0.27,29.94,0,0,0,0,0,0,80,3.99,11.21,-17.04,0,0.125,1.041666667,161,0,2.916666667,2.041666667,16,1,1,0,53,5,36,12564.52,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,243212,64.28,64.28,0,0,0,0,0,0,0,0,65,0,12.93,-13.65,0,0,0,1002,0,0,6.583333333,29.5,0,0,0,0,80,160,15800.32,0,Verizon US,4g Nw Unl Min&Msg+Email&Data
2020,January,246376,87.84,44.43,0,43.41,0,0,0,0,0,0,80,3.99,9.6,-36.04,0,0,0,74,0,0.75,0.583333333,3.291666667,0,0,0,26,6,19,15928.9,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,358774,126.15,116.84,9.31,0,0,0,0,0,0,0,98.75,0,18.09,0,0,1.541666667,0,58,0,0.291666667,5.708333333,40.20833333,4,0,0,1,20,62,5031.32,0,Verizon US,Unl Min 15gb Email+Mhs Shr
2020,January,371934,1960.39,421.23,0.56,0,105,8,1082,343.53,0,0,55,0,366.23,0,0,0.166666667,0,319,45.54166667,20.83333333,0.375,9.666666667,1,0,76,20,1,23,344.22,4096,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,377512,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,3173,0,13.41666667,7.208333333,13.79166667,0,0,0,31,18,73,6710.29,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,12522,69.15,69.15,0,0,0,0,0,0,0,0,61,0,8.15,0,0,0,0,215,0,4.333333333,20.33333333,126,0,0,0,9,71,164,12372.41,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,344356,98.46,68.46,0,0,0,0,0,30,0,0,65,0,17.11,-13.65,0,0,0,278,0,0,3.208333333,5.375,0,0,0,12,19,36,1943.55,0,Verizon US,4g Nw Unl Min&Msg+Email&Data
2020,January,352512,143.02,72.75,0.27,0,10,0,0,60,0,0,65,0,21.4,-13.65,0,0.166666667,0,155,0.833333333,2.25,0.041666667,24.91666667,2,0,16,5,1,71,15033.34,0,Verizon US,4g Nw Unl Min&Msg+Email&Data
2020,January,332522,53.18,53.18,0,0,0,0,0,0,0,0,61,0,12.18,-20,0,0,0,87,0,0.5,7.583333333,29.66666667,0,0,0,3,26,41,16015.56,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,358140,53.18,53.18,0,0,0,0,0,0,0,0,61,0,12.18,-20,0,0,0,50,0,3.125,0,11.20833333,0,0,0,6,0,28,6767.59,0,Verizon US,Unl Min 7gb Email+Mhs Shr
